,0
311,2.381443298969072
312,2.2783505154639174
313,2.350515463917526
314,2.329896907216495
315,1.731958762886598
316,2.484536082474227
317,2.216494845360825
318,2.2989690721649483
319,2.3402061855670104
320,2.1649484536082473
321,2.268041237113402
322,2.268041237113402
323,2.3917525773195876
324,2.268041237113402
325,2.2783505154639174
326,2.4948453608247423
327,1.865979381443299
328,2.3195876288659796
329,2.1443298969072164
330,2.2268041237113403
331,2.556701030927835
332,2.3092783505154637
333,2.4536082474226806
334,2.5876288659793816
335,2.2268041237113403
336,2.216494845360825
337,2.3917525773195876
338,2.268041237113402
339,1.8144329896907216
340,2.350515463917526
341,2.4536082474226806
342,2.4123711340206184
343,2.1649484536082473
344,2.2783505154639174
345,1.8762886597938144
346,2.2371134020618557
347,2.350515463917526
348,2.185567010309278
349,2.3917525773195876
350,2.195876288659794
351,1.731958762886598
352,2.381443298969072
353,2.3402061855670104
354,2.2371134020618557
355,2.3195876288659796
356,2.329896907216495
357,2.247422680412371
358,2.5257731958762886
359,2.381443298969072
360,2.329896907216495
361,2.1237113402061856
362,2.3402061855670104
363,1.6804123711340206
364,2.350515463917526
365,2.350515463917526
366,2.5463917525773194
367,2.3917525773195876
368,2.2783505154639174
369,2.268041237113402
370,2.329896907216495
371,2.3092783505154637
372,2.350515463917526
373,2.268041237113402
374,1.8865979381443299
375,2.1443298969072164
376,2.443298969072165
377,2.268041237113402
378,2.484536082474227
379,1.8969072164948453
380,2.1443298969072164
381,2.1443298969072164
382,2.2783505154639174
383,1.6701030927835052
384,2.2061855670103094
385,2.422680412371134
386,2.350515463917526
387,2.1443298969072164
388,2.350515463917526
389,2.1649484536082473
390,2.3402061855670104
391,2.2783505154639174
392,2.2577319587628866
393,2.2268041237113403
394,2.1443298969072164
395,2.2783505154639174
396,2.5051546391752577
397,2.2061855670103094
398,2.051546391752577
399,2.2061855670103094
400,2.350515463917526
401,2.2783505154639174
402,2.4123711340206184
403,2.247422680412371
404,1.865979381443299
405,2.4536082474226806
406,2.329896907216495
407,2.381443298969072
408,2.3917525773195876
409,2.1443298969072164
410,1.7628865979381443
411,2.3402061855670104
412,1.865979381443299
413,2.350515463917526
414,1.9896907216494846
415,2.350515463917526
416,2.1237113402061856
417,1.8144329896907216
418,2.2268041237113403
419,2.350515463917526
420,2.247422680412371
421,1.824742268041237
422,2.1443298969072164
423,2.3092783505154637
424,2.268041237113402
425,2.350515463917526
426,2.3195876288659796
427,2.1752577319587627
428,2.268041237113402
429,2.2783505154639174
430,2.2371134020618557
431,2.350515463917526
432,2.1030927835051547
433,1.9484536082474226
434,2.2577319587628866
435,2.515463917525773
436,1.6391752577319587
437,1.6804123711340206
438,1.4639175257731958
439,2.443298969072165
440,2.3195876288659796
441,2.381443298969072
442,2.5051546391752577
443,1.907216494845361
444,2.268041237113402
445,2.3711340206185567
446,2.350515463917526
447,2.2371134020618557
448,2.3402061855670104
449,2.268041237113402
450,2.268041237113402
451,2.247422680412371
452,2.2783505154639174
453,2.185567010309278
454,1.824742268041237
455,2.288659793814433
456,2.2783505154639174
457,2.350515463917526
458,2.350515463917526
459,2.2577319587628866
460,2.288659793814433
461,2.3402061855670104
462,2.2783505154639174
463,2.3195876288659796
464,2.350515463917526
465,2.2577319587628866
466,2.2783505154639174
467,2.2371134020618557
468,2.6082474226804124
469,2.1649484536082473
470,2.2783505154639174
471,1.7835051546391754
472,2.350515463917526
473,2.1237113402061856
474,2.2371134020618557
475,2.4123711340206184
476,2.268041237113402
477,2.2783505154639174
478,1.5876288659793814
479,2.268041237113402
480,1.731958762886598
481,1.4845360824742269
482,2.2061855670103094
483,2.185567010309278
484,2.3402061855670104
485,2.5876288659793816
486,2.3092783505154637
487,1.865979381443299
488,2.3092783505154637
489,2.216494845360825
490,2.5051546391752577
491,2.381443298969072
492,2.3195876288659796
493,1.8350515463917525
494,2.3917525773195876
495,2.2577319587628866
496,1.907216494845361
497,2.268041237113402
498,2.288659793814433
499,2.4329896907216493
500,1.5876288659793814
501,2.1443298969072164
502,2.3092783505154637
503,2.463917525773196
504,2.247422680412371
505,2.329896907216495
506,2.268041237113402
507,2.5257731958762886
508,1.5876288659793814
509,2.216494845360825
510,2.350515463917526
511,2.329896907216495
512,2.1443298969072164
513,2.4948453608247423
514,2.2371134020618557
515,2.0
516,2.350515463917526
517,2.350515463917526
518,2.2783505154639174
519,2.268041237113402
520,2.4329896907216493
521,2.216494845360825
522,2.0309278350515463
523,1.8144329896907216
524,2.6082474226804124
525,2.195876288659794
526,2.2577319587628866
527,2.5463917525773194
528,2.2989690721649483
529,2.11340206185567
530,2.3608247422680413
531,2.329896907216495
532,2.3402061855670104
533,2.3195876288659796
534,2.5876288659793816
535,2.2783505154639174
536,2.350515463917526
537,2.288659793814433
538,2.4123711340206184
539,2.4536082474226806
540,2.463917525773196
541,2.350515463917526
542,2.247422680412371
543,2.185567010309278
544,2.5876288659793816
545,2.4948453608247423
546,2.288659793814433
547,1.9793814432989691
548,2.3092783505154637
549,2.3711340206185567
550,2.2577319587628866
551,2.350515463917526
552,2.247422680412371
553,1.6288659793814433
554,2.268041237113402
555,2.350515463917526
556,2.350515463917526
557,2.463917525773196
558,2.381443298969072
559,2.3195876288659796
560,2.2371134020618557
561,2.2783505154639174
562,2.4536082474226806
563,2.2783505154639174
564,2.381443298969072
565,2.5051546391752577
566,2.268041237113402
567,2.2371134020618557
568,2.4536082474226806
569,2.3195876288659796
570,2.3917525773195876
571,1.8556701030927836
572,1.5876288659793814
573,2.185567010309278
574,2.443298969072165
575,2.443298969072165
576,1.8556701030927836
577,1.824742268041237
578,1.6597938144329898
579,2.1030927835051547
580,1.8556701030927836
581,1.3814432989690721
582,1.3814432989690721
583,2.2577319587628866
584,2.3608247422680413
585,2.288659793814433
586,2.0
587,2.2577319587628866
588,2.2783505154639174
589,2.329896907216495
590,2.350515463917526
591,2.3195876288659796
592,1.402061855670103
593,2.288659793814433
594,2.1752577319587627
595,2.1443298969072164
596,2.422680412371134
597,2.3195876288659796
598,2.2783505154639174
599,2.381443298969072
600,2.3195876288659796
601,2.1649484536082473
602,2.6082474226804124
603,2.443298969072165
604,1.9278350515463918
605,1.5051546391752577
606,2.350515463917526
607,1.5670103092783505
608,2.4536082474226806
609,2.6082474226804124
610,2.2783505154639174
611,1.8144329896907216
612,2.2268041237113403
613,2.3608247422680413
614,2.4948453608247423
615,2.2783505154639174
616,2.3195876288659796
617,2.350515463917526
618,2.350515463917526
619,2.3092783505154637
620,2.463917525773196
621,1.9175257731958764
622,1.865979381443299
623,2.329896907216495
624,2.5463917525773194
625,2.154639175257732
626,1.7216494845360826
627,2.402061855670103
628,2.3195876288659796
629,2.3917525773195876
630,2.4123711340206184
631,2.1237113402061856
632,2.185567010309278
633,2.3711340206185567
634,2.0
635,2.350515463917526
636,2.2371134020618557
637,2.329896907216495
638,2.3608247422680413
639,2.268041237113402
640,2.2783505154639174
641,2.381443298969072
642,2.3195876288659796
643,2.2268041237113403
644,2.350515463917526
645,2.185567010309278
646,2.2577319587628866
647,1.8453608247422681
648,1.731958762886598
649,2.4536082474226806
650,2.463917525773196
651,2.2989690721649483
652,2.350515463917526
653,1.865979381443299
654,2.4536082474226806
655,2.2577319587628866
656,2.3402061855670104
657,2.350515463917526
658,2.1443298969072164
659,1.8350515463917525
660,2.350515463917526
661,2.2061855670103094
662,2.5051546391752577
663,2.1649484536082473
664,2.2989690721649483
665,2.3711340206185567
666,2.350515463917526
667,2.268041237113402
668,2.268041237113402
669,2.381443298969072
670,2.268041237113402
671,2.350515463917526
672,2.1443298969072164
673,1.8041237113402062
674,1.4845360824742269
675,2.185567010309278
676,2.3195876288659796
677,2.3711340206185567
678,2.1443298969072164
679,2.247422680412371
680,2.381443298969072
681,2.329896907216495
682,2.350515463917526
683,2.5463917525773194
684,2.4329896907216493
685,2.2783505154639174
686,2.329896907216495
687,2.4742268041237114
688,2.268041237113402
689,2.2268041237113403
690,2.288659793814433
691,2.350515463917526
692,1.8556701030927836
693,2.2783505154639174
694,2.422680412371134
695,2.4536082474226806
696,1.9793814432989691
697,2.381443298969072
698,2.443298969072165
699,2.247422680412371
700,2.2783505154639174
701,2.6907216494845363
702,2.463917525773196
703,2.2989690721649483
704,2.381443298969072
705,2.3711340206185567
706,2.381443298969072
707,1.907216494845361
708,2.3092783505154637
709,2.402061855670103
710,2.1649484536082473
711,2.3402061855670104
712,2.247422680412371
713,2.2371134020618557
714,2.2577319587628866
715,2.3092783505154637
716,2.247422680412371
717,2.082474226804124
718,2.350515463917526
719,2.2371134020618557
720,2.2268041237113403
721,2.463917525773196
722,1.3814432989690721
723,2.185567010309278
724,2.2989690721649483
725,2.2783505154639174
726,2.0412371134020617
727,2.350515463917526
728,2.1443298969072164
729,2.216494845360825
730,1.9484536082474226
731,2.195876288659794
732,2.4948453608247423
733,2.3092783505154637
734,1.4639175257731958
735,2.1030927835051547
736,2.5051546391752577
737,2.216494845360825
738,2.5463917525773194
739,2.268041237113402
740,2.381443298969072
741,2.3608247422680413
742,2.536082474226804
743,2.185567010309278
744,2.2783505154639174
745,2.247422680412371
746,2.0103092783505154
747,2.216494845360825
748,2.3092783505154637
749,2.4536082474226806
750,2.350515463917526
751,1.865979381443299
752,1.6082474226804124
753,2.247422680412371
754,2.268041237113402
755,2.5463917525773194
756,2.350515463917526
757,2.4536082474226806
758,2.2989690721649483
759,2.5876288659793816
760,2.3608247422680413
761,1.6701030927835052
762,2.1649484536082473
763,2.0
764,2.2989690721649483
765,1.865979381443299
766,2.3402061855670104
767,1.865979381443299
768,2.268041237113402
769,2.3092783505154637
770,2.216494845360825
771,2.5463917525773194
772,2.3917525773195876
773,1.865979381443299
774,1.9175257731958764
775,2.2371134020618557
776,2.3711340206185567
777,2.1443298969072164
778,2.1443298969072164
779,2.2268041237113403
780,2.350515463917526
781,1.865979381443299
782,1.8969072164948453
783,2.216494845360825
784,1.824742268041237
785,2.350515463917526
786,2.6082474226804124
787,2.3195876288659796
788,2.4123711340206184
789,2.350515463917526
790,2.2371134020618557
791,2.350515463917526
792,2.350515463917526
793,1.824742268041237
794,2.2371134020618557
795,1.5257731958762886
796,2.463917525773196
797,2.0
798,2.381443298969072
799,2.3917525773195876
800,2.2371134020618557
801,2.3402061855670104
802,2.350515463917526
803,2.3608247422680413
804,2.247422680412371
805,2.288659793814433
806,2.3608247422680413
807,2.381443298969072
808,2.329896907216495
809,2.247422680412371
810,2.268041237113402
811,2.2783505154639174
812,2.2783505154639174
813,2.1030927835051547
814,2.4948453608247423
815,2.195876288659794
816,2.0309278350515463
817,2.1649484536082473
818,2.350515463917526
819,2.288659793814433
820,2.2783505154639174
821,2.2783505154639174
822,2.2989690721649483
823,1.5360824742268042
824,2.350515463917526
825,2.2989690721649483
826,2.3092783505154637
827,2.2989690721649483
828,2.463917525773196
829,2.247422680412371
830,2.329896907216495
831,2.2783505154639174
832,2.515463917525773
833,2.443298969072165
834,2.3608247422680413
835,2.350515463917526
836,2.381443298969072
837,2.3402061855670104
838,2.2783505154639174
839,2.515463917525773
840,2.247422680412371
841,2.3402061855670104
842,2.6082474226804124
843,2.3195876288659796
844,2.268041237113402
845,2.350515463917526
846,2.3608247422680413
847,2.268041237113402
848,2.350515463917526
849,2.247422680412371
850,2.3402061855670104
851,1.7731958762886597
852,2.2577319587628866
853,1.9793814432989691
854,2.484536082474227
855,2.4329896907216493
856,2.350515463917526
857,2.216494845360825
858,2.3402061855670104
859,2.2577319587628866
860,2.422680412371134
861,2.350515463917526
862,2.288659793814433
863,2.2371134020618557
864,2.2989690721649483
865,2.3402061855670104
866,2.185567010309278
867,1.9793814432989691
868,2.3711340206185567
869,1.8969072164948453
870,2.2577319587628866
871,2.4536082474226806
872,2.5051546391752577
873,1.824742268041237
874,1.8969072164948453
875,2.268041237113402
876,2.381443298969072
877,1.5257731958762886
878,2.247422680412371
879,2.2577319587628866
880,2.1443298969072164
881,2.381443298969072
882,2.216494845360825
883,2.2061855670103094
884,2.3092783505154637
885,2.2783505154639174
886,2.350515463917526
887,2.1443298969072164
888,2.463917525773196
889,2.247422680412371
890,2.4123711340206184
891,2.268041237113402
892,2.2577319587628866
893,2.2577319587628866
894,2.329896907216495
895,2.2989690721649483
896,2.1443298969072164
897,2.556701030927835
898,2.247422680412371
899,2.268041237113402
900,2.4123711340206184
901,1.3298969072164948
902,2.2989690721649483
903,2.329896907216495
904,1.7422680412371134
905,2.350515463917526
906,1.8556701030927836
907,2.4536082474226806
908,2.350515463917526
909,2.5463917525773194
910,2.2783505154639174
911,2.2577319587628866
912,2.2577319587628866
913,2.350515463917526
914,2.381443298969072
915,2.3092783505154637
916,2.268041237113402
917,2.5051546391752577
918,2.185567010309278
919,2.247422680412371
920,1.8762886597938144
921,2.3402061855670104
922,2.2783505154639174
923,2.2783505154639174
924,2.443298969072165
925,2.020618556701031
926,2.1649484536082473
927,2.082474226804124
928,1.731958762886598
929,2.3195876288659796
930,2.4123711340206184
931,2.247422680412371
932,2.185567010309278
933,2.5463917525773194
934,2.247422680412371
935,2.216494845360825
936,2.484536082474227
937,2.1752577319587627
938,2.5051546391752577
939,2.268041237113402
940,2.2783505154639174
941,2.3711340206185567
942,2.2371134020618557
943,2.3711340206185567
944,2.4123711340206184
945,2.268041237113402
946,2.288659793814433
947,2.2061855670103094
948,2.5257731958762886
949,2.3402061855670104
950,1.958762886597938
951,2.247422680412371
952,2.350515463917526
953,2.247422680412371
954,2.2989690721649483
955,1.5051546391752577
956,2.2783505154639174
957,1.8144329896907216
958,1.711340206185567
959,2.484536082474227
960,2.1030927835051547
961,2.2371134020618557
962,2.268041237113402
963,2.3711340206185567
964,2.2371134020618557
965,1.9278350515463918
966,2.3092783505154637
967,2.3402061855670104
968,2.268041237113402
969,2.1030927835051547
970,2.3195876288659796
971,2.2989690721649483
972,2.381443298969072
973,2.381443298969072
974,2.185567010309278
975,2.484536082474227
976,2.3402061855670104
977,2.185567010309278
978,2.350515463917526
979,2.2783505154639174
980,2.350515463917526
981,1.9793814432989691
982,2.4948453608247423
983,2.463917525773196
984,2.268041237113402
985,2.2989690721649483
986,2.4329896907216493
987,2.4536082474226806
988,2.443298969072165
989,2.2371134020618557
990,1.8969072164948453
991,2.2371134020618557
992,2.2783505154639174
993,1.731958762886598
994,2.2989690721649483
995,2.216494845360825
996,2.463917525773196
997,1.8556701030927836
998,2.463917525773196
999,1.6701030927835052
1000,2.5051546391752577
1001,2.134020618556701
1002,2.350515463917526
1003,2.2371134020618557
1004,2.4536082474226806
1005,2.3608247422680413
1006,1.5670103092783505
1007,2.5463917525773194
1008,2.2577319587628866
1009,2.350515463917526
1010,1.4639175257731958
1011,2.4536082474226806
1012,2.422680412371134
1013,2.2783505154639174
1014,2.195876288659794
1015,1.7835051546391754
1016,2.350515463917526
1017,2.329896907216495
1018,2.3917525773195876
1019,2.268041237113402
1020,2.2989690721649483
1021,2.268041237113402
1022,2.1443298969072164
1023,2.350515463917526
1024,2.2783505154639174
1025,1.7938144329896908
1026,2.3917525773195876
1027,1.6701030927835052
1028,1.4845360824742269
1029,2.381443298969072
1030,2.350515463917526
1031,2.1443298969072164
1032,2.1443298969072164
1033,2.3092783505154637
1034,2.3402061855670104
1035,2.185567010309278
1036,2.2268041237113403
1037,2.2577319587628866
1038,2.1443298969072164
1039,2.3402061855670104
1040,2.288659793814433
1041,2.2989690721649483
1042,2.350515463917526
1043,2.4123711340206184
1044,2.1030927835051547
1045,2.247422680412371
1046,2.381443298969072
1047,2.2371134020618557
1048,1.8041237113402062
1049,2.3402061855670104
1050,2.4123711340206184
1051,2.5463917525773194
1052,2.2989690721649483
1053,2.350515463917526
1054,2.3711340206185567
1055,2.3608247422680413
1056,2.1443298969072164
1057,2.3917525773195876
1058,2.216494845360825
1059,2.3092783505154637
1060,2.2783505154639174
1061,2.268041237113402
1062,2.3608247422680413
1063,2.5463917525773194
1064,1.6288659793814433
1065,2.3092783505154637
1066,1.3505154639175259
1067,2.216494845360825
1068,2.288659793814433
1069,2.381443298969072
1070,2.2783505154639174
1071,2.4123711340206184
1072,2.4948453608247423
1073,1.731958762886598
1074,1.8350515463917525
1075,2.443298969072165
1076,1.7731958762886597
1077,2.3917525773195876
1078,2.2783505154639174
1079,2.2577319587628866
1080,2.2783505154639174
1081,1.9690721649484537
1082,2.4948453608247423
1083,2.350515463917526
1084,2.288659793814433
1085,1.7731958762886597
1086,2.1443298969072164
1087,2.2371134020618557
1088,2.3608247422680413
1089,2.5257731958762886
1090,2.2783505154639174
1091,2.1649484536082473
1092,1.7010309278350515
1093,2.2268041237113403
1094,2.329896907216495
1095,2.2783505154639174
1096,1.7835051546391754
1097,2.4123711340206184
1098,1.8556701030927836
1099,2.3195876288659796
1100,1.865979381443299
1101,2.3608247422680413
1102,2.6082474226804124
1103,2.2371134020618557
1104,2.3917525773195876
1105,2.1030927835051547
1106,1.865979381443299
1107,2.247422680412371
1108,2.329896907216495
1109,2.2577319587628866
1110,2.3711340206185567
1111,2.2783505154639174
1112,2.4742268041237114
1113,2.350515463917526
1114,2.4536082474226806
1115,2.1443298969072164
1116,2.5463917525773194
1117,2.4536082474226806
1118,2.6082474226804124
1119,2.2783505154639174
1120,1.865979381443299
1121,2.2371134020618557
1122,2.4123711340206184
1123,1.865979381443299
1124,2.329896907216495
1125,2.247422680412371
1126,1.865979381443299
1127,2.3917525773195876
1128,2.268041237113402
1129,2.3092783505154637
1130,2.3402061855670104
1131,2.350515463917526
1132,2.350515463917526
1133,2.2371134020618557
1134,2.2268041237113403
1135,2.329896907216495
1136,2.5463917525773194
1137,2.350515463917526
1138,2.381443298969072
1139,1.8350515463917525
1140,2.1443298969072164
1141,2.247422680412371
1142,2.2783505154639174
1143,2.3195876288659796
1144,1.5051546391752577
1145,2.3917525773195876
1146,1.5051546391752577
1147,2.381443298969072
1148,2.1649484536082473
1149,2.4536082474226806
1150,2.2989690721649483
1151,2.2989690721649483
1152,2.268041237113402
1153,2.1649484536082473
1154,2.3092783505154637
1155,2.2783505154639174
1156,1.8144329896907216
1157,2.247422680412371
1158,2.268041237113402
1159,2.443298969072165
1160,2.402061855670103
1161,2.2371134020618557
1162,2.350515463917526
1163,2.2371134020618557
1164,2.6082474226804124
1165,2.381443298969072
1166,2.1237113402061856
1167,2.2783505154639174
1168,1.9484536082474226
1169,2.2371134020618557
1170,2.2783505154639174
1171,2.2268041237113403
1172,2.2371134020618557
1173,2.350515463917526
1174,2.134020618556701
1175,2.288659793814433
1176,2.268041237113402
1177,2.6082474226804124
1178,2.11340206185567
1179,2.1649484536082473
1180,2.2783505154639174
1181,2.3092783505154637
1182,2.329896907216495
1183,2.3195876288659796
1184,2.216494845360825
1185,2.443298969072165
1186,1.8969072164948453
1187,2.247422680412371
1188,1.958762886597938
1189,1.7731958762886597
1190,1.9175257731958764
1191,2.3402061855670104
1192,2.247422680412371
1193,2.216494845360825
1194,2.5463917525773194
1195,2.329896907216495
1196,2.381443298969072
1197,2.3092783505154637
1198,2.463917525773196
1199,2.247422680412371
1200,2.5876288659793816
1201,2.4948453608247423
1202,2.3092783505154637
1203,2.1649484536082473
1204,2.381443298969072
1205,2.2577319587628866
1206,2.4536082474226806
1207,2.2268041237113403
1208,2.4123711340206184
1209,2.2577319587628866
1210,2.350515463917526
1211,2.381443298969072
1212,2.2989690721649483
1213,2.3608247422680413
1214,2.3195876288659796
1215,2.216494845360825
1216,2.268041237113402
1217,2.3195876288659796
1218,2.350515463917526
1219,2.268041237113402
1220,2.2371134020618557
1221,2.216494845360825
1222,2.3917525773195876
1223,1.824742268041237
1224,2.5051546391752577
1225,1.8350515463917525
1226,1.9484536082474226
1227,2.3092783505154637
1228,2.350515463917526
1229,1.4742268041237114
1230,2.3092783505154637
1231,2.5876288659793816
1232,2.422680412371134
1233,2.2783505154639174
1234,1.7525773195876289
1235,2.6082474226804124
1236,2.2783505154639174
1237,2.247422680412371
1238,2.2783505154639174
1239,2.350515463917526
1240,2.3092783505154637
1241,1.9793814432989691
1242,2.2783505154639174
1243,2.402061855670103
1244,1.9896907216494846
1245,2.020618556701031
1246,2.0
1247,2.443298969072165
1248,2.463917525773196
1249,2.3092783505154637
1250,2.4742268041237114
1251,2.268041237113402
1252,1.7010309278350515
1253,2.1443298969072164
1254,2.350515463917526
1255,2.350515463917526
1256,1.9381443298969072
1257,2.1752577319587627
1258,2.2577319587628866
1259,2.2989690721649483
1260,2.1237113402061856
1261,2.288659793814433
1262,2.4536082474226806
1263,2.443298969072165
1264,2.5257731958762886
1265,1.865979381443299
1266,1.907216494845361
1267,2.350515463917526
1268,1.7010309278350515
1269,2.3195876288659796
1270,2.1443298969072164
1271,2.381443298969072
1272,2.1649484536082473
1273,1.5463917525773196
1274,2.4536082474226806
1275,2.5463917525773194
1276,2.2061855670103094
1277,1.9175257731958764
1278,2.350515463917526
1279,2.268041237113402
1280,2.2268041237113403
1281,2.4123711340206184
1282,2.2783505154639174
1283,2.515463917525773
1284,2.463917525773196
1285,2.5463917525773194
1286,1.6494845360824741
1287,2.195876288659794
1288,2.082474226804124
1289,2.288659793814433
1290,2.5257731958762886
1291,2.216494845360825
1292,2.350515463917526
1293,2.4329896907216493
1294,2.350515463917526
1295,1.9381443298969072
1296,2.268041237113402
